id,drug_name,generic_name,drug_class,text,intent,confidence
INTN0254,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للأطفال فوق سن 6 سنين؟,contraindication,0.93
INTN0255,بانادول,Paracetamol,analgesic,بانادول فيه نوع للأطفال تحت سنة؟,availability,0.92
INTN0256,بروفين,Ibuprofen,nsaid,بروفين ينفع للالتهاب بعد الخلع؟,general_info,0.95
INTN0257,كونكور,Bisoprolol,beta blocker,كونكور بيستخدم في قصور القلب؟,general_info,0.94
INTN0258,كوزار,Losartan,angiotensin receptor blocker,كوزار بيقلل خطر السكتة؟,general_info,0.95
INTN0259,سنجولار,Montelukast,antiasthmatic,سنجولار بيقلل استخدام البخاخات؟,general_info,0.94
INTN0260,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم بيعلاج التهاب المريء؟,general_info,0.96
INTN0261,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين ينفع لالتهاب المسالك البولية؟,general_info,0.95
INTN0262,ليريكا,Pregabalin,antiepileptic,ليريكا بيستخدم بعد العمليات للألم؟,general_info,0.93
INTN0263,فنتولين,Salbutamol,bronchodilator,فنتولين ينفع في البرد الشديد؟,general_info,0.92
INTN0264,كلاريتين,Loratadine,antihistamine,كلاريتين ينفع للشرى الجلدي؟,general_info,0.94
INTN0265,ميتفورمين,Metformin,antidiabetic,ميتفورمين بيقلل خطر السكر نوع 2؟,general_info,0.95
INTN0266,أتورفاستاتين,Atorvastatin,statin,أتورفاستاتين بعد الأكل ولا فاضي؟,dosage,0.94
INTN0267,وارفارين,Warfarin,anticoagulant,وارفارين يمنع الجلطات في الساقين؟,general_info,0.96
INTN0268,هارنال,Tamsulosin,alpha blocker,هارنال بيحسن تدفق البول؟,general_info,0.95
INTN0269,زيرتيك,Cetirizine,antihistamine,زيرتيك ينفع للالتهاب التحسسي في العين؟,general_info,0.94
INTN0270,بانادول,Paracetamol,analgesic,بانادول مع فيتامين C آمن؟,drug_interaction,0.93
INTN0271,بروفين,Ibuprofen,nsaid,بروفين مع أدوية السيولة خطر؟,drug_interaction,0.96
INTN0272,كونكور,Bisoprolol,beta blocker,كونكور مع أدوية الضغط الأخرى؟,drug_interaction,0.95
INTN0273,كوزار,Losartan,angiotensin receptor blocker,كوزار مع مدرات البول؟,drug_interaction,0.94
INTN0274,سنجولار,Montelukast,antiasthmatic,سنجولار مع مضادات الهيستامين؟,drug_interaction,0.93
INTN0275,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم مع أدوية القلب؟,drug_interaction,0.94
INTN0276,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين مع أدوية المناعة؟,drug_interaction,0.92
INTN0277,ليريكا,Pregabalin,antiepileptic,ليريكا مع أدوية النوم؟,drug_interaction,0.93
INTN0278,فنتولين,Salbutamol,bronchodilator,فنتولين مع أدوية القلب؟,drug_interaction,0.94
INTN0279,كلاريتين,Loratadine,antihistamine,كلاريتين مع أدوية البرد؟,drug_interaction,0.95
INTN0280,ميتفورمين,Metformin,antidiabetic,ميتفورمين مع أدوية الغدة؟,drug_interaction,0.93
INTN0281,أتورفاستاتين,Atorvastatin,statin,أتورفاستاتين مع أدوية الضغط؟,drug_interaction,0.94
INTN0282,وارفارين,Warfarin,anticoagulant,وارفارين مع المسكنات؟,drug_interaction,0.96
INTN0283,هارنال,Tamsulosin,alpha blocker,هارنال مع أدوية الضغط؟,drug_interaction,0.93
INTN0284,زيرتيك,Cetirizine,antihistamine,زيرتيك مع أدوية الحساسية؟,drug_interaction,0.92
INTN0285,بانادول,Paracetamol,analgesic,بانadول في رمضان قبل الفطار؟,dosage,0.94
INTN0286,بروفين,Ibuprofen,nsaid,بروفين بعد الفطار في رمضان؟,dosage,0.93
INTN0287,كونكور,Bisoprolol,beta blocker,كونكور في رمضان ينفع؟,dosage,0.95
INTN0288,كوزار,Losartan,angiotensin receptor blocker,كوزار مرة واحدة في اليوم كفاية؟,dosage,0.96
INTN0289,سنجولار,Montelukast,antiasthmatic,سنجولار في رمضان قبل السحور؟,dosage,0.94
INTN0290,نيكسيوم,Esomeprazole,proton pump inhibitor,نيكسيوم صباحًا على الريق؟,dosage,0.95
INTN0291,أوجمنتين,Amoxicillin-Clavulanate,antibiotic,أوجمنتين بعد الأكل عشان المعدة؟,dosage,0.96
INTN0292,ليريكا,Pregabalin,antiepileptic,ليريكا مرتين في اليوم؟,dosage,0.95
INTN0293,فنتولين,Salbutamol,bronchodilator,فنتولين عند الحاجة فقط؟,dosage,0.96
INTN0294,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيسبب تورم في الرجلين؟,side_effects,0.96
INTN0295,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيخلي السكر ينزل بسرعة؟,side_effects,0.95
INTN0296,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين لازم يتاخد على الريق؟,dosage,0.97
INTN0297,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول أرخص من نيكسيوم؟,price,0.93
INTN0298,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع للفطريات في الفم؟,general_info,0.95
INTN0299,زولوفت,Sertraline,antidepressant SSRI,زولوفت بياخد وقت عشان يشتغل؟,general_info,0.96
INTN0300,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع مع كونكور؟,drug_interaction,0.94
INTN0301,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد ينفع لمرضى السكر نوع 2؟,general_info,0.96
INTN0302,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيأثر على القلب؟,side_effects,0.95
INTN0303,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول ينفع لمدة طويلة؟,contraindication,0.93
INTN0304,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع للمهبل؟,general_info,0.94
INTN0305,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيسبب زيادة وزن؟,side_effects,0.92
INTN0306,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيسبب صداع في الأول؟,side_effects,0.94
INTN0307,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد مع متفورمين أفضل؟,drug_interaction,0.95
INTN0308,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يتاخد قبل الأكل بساعة؟,dosage,0.97
INTN0309,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود كبسولات وأقراص؟,availability,0.93
INTN0310,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع للفطريات في الجلد؟,general_info,0.94
INTN0311,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للقلق والاكتئاب؟,general_info,0.96
INTN0312,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين 5 مجم كفاية في البداية؟,dosage,0.95
INTN0313,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيسبب انخفاض سكر حاد؟,side_effects,0.94
INTN0314,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين لكبار السن جرعته أقل؟,contraindication,0.93
INTN0315,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بيأثر على الكالسيوم؟,side_effects,0.92
INTN0316,ديفلوكان,Fluconazole,antifungal,ديفلوكان مع أدوية القلب آمن؟,drug_interaction,0.93
INTN0317,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للوسواس القهري؟,general_info,0.95
INTN0318,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع للضغط والقلب؟,general_info,0.96
INTN0319,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد يتاخد قبل الأكل؟,dosage,0.94
INTN0320,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين سعره كام؟,price,0.92
INTN0321,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول أرخص من نيكسيوم بكتير؟,price,0.93
INTN0322,ديفلوكان,Fluconazole,antifungal,ديفلوكان 150 مجم مرة واحدة؟,dosage,0.95
INTN0323,زولوفت,Sertraline,antidepressant SSRI,زولوفت بياخد شهر عشان يظهر تأثيره؟,general_info,0.94
INTN0324,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيسبب احمرار في الوجه؟,side_effects,0.93
INTN0325,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد ينفع مع الرياضة؟,general_info,0.92
INTN0326,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحتاج تحاليل TSH دورية؟,general_info,0.96
INTN0327,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول ينفع للقولون العصبي؟,general_info,0.91
INTN0328,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع للرجال كمان؟,general_info,0.93
INTN0329,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيسبب مشاكل في الانتصاب؟,side_effects,0.92
INTN0330,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين موجود 10 مجم؟,availability,0.94
INTN0331,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود 4 مجم؟,availability,0.93
INTN0332,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود 100 ميكروجرام؟,availability,0.95
INTN0333,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول 20 مجم سعره رخيص؟,price,0.92
INTN0334,ديفلوكان,Fluconazole,antifungal,ديفلوكان سعره كام؟,price,0.93
INTN0335,زولوفت,Sertraline,antidepressant SSRI,زولوفت سعره كام تقريبًا؟,price,0.92
INTN0336,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع لكبار السن؟,contraindication,0.94
INTN0337,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد خطر على الكلى الضعيفة؟,contraindication,0.95
INTN0338,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين أثناء الحمل جرعته بتتعدل؟,contraindication,0.96
INTN0339,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول ينفع أثناء الحمل؟,contraindication,0.93
INTN0340,ديفلوكان,Fluconazole,antifungal,ديفلوكان ممنوع أثناء الحمل؟,contraindication,0.95
INTN0341,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع أثناء الحمل؟,contraindication,0.92
INTN0342,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيأثر على الجنين؟,contraindication,0.93
INTN0343,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد ينفع للحوامل؟,contraindication,0.94
INTN0344,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين مهم جدًا أثناء الحمل؟,general_info,0.96
INTN0345,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول آمن في الشهور الأولى؟,contraindication,0.92
INTN0346,ديفلوكان,Fluconazole,antifungal,ديفلوكان يستخدم مرة واحدة بس؟,dosage,0.95
INTN0347,زولوفت,Sertraline,antidepressant SSRI,زولوفت يتوقف فجأة ولا تدريجي؟,dosage,0.94
INTN0348,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين يتاخد صباحًا؟,dosage,0.93
INTN0349,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد مع الإفطار؟,dosage,0.95
INTN0350,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يتاخد كل يوم في نفس المعاد؟,dosage,0.97
INTN0351,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول قبل الأكل بنص ساعة؟,dosage,0.96
INTN0352,ديفلوكان,Fluconazole,antifungal,ديفلوكان 200 مجم لعدة أيام؟,dosage,0.94
INTN0353,زولوفت,Sertraline,antidepressant SSRI,زولوفت 50 مجم جرعة البداية؟,dosage,0.95
INTN0354,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين 10 مجم سعره كام؟,price,0.92
INTN0355,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد 3 مجم سعره كام؟,price,0.93
INTN0356,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين 50 ميكروجرام سعره كام؟,price,0.92
INTN0357,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول 40 مجم سعره كام؟,price,0.93
INTN0358,ديفلوكان,Fluconazole,antifungal,ديفلوكان 150 مجم سعره كام؟,price,0.94
INTN0359,زولوفت,Sertraline,antidepressant SSRI,زولوفت 100 مجم سعره كام؟,price,0.92
INTN0360,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين موجود في الصيدليات دايمًا؟,availability,0.93
INTN0361,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود 1 مجم و2 مجم؟,availability,0.94
INTN0362,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود بكل التركيزات؟,availability,0.95
INTN0363,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود 20 و40 مجم؟,availability,0.93
INTN0364,ديفلوكان,Fluconazole,antifungal,ديفلوكان موجود دايمًا؟,availability,0.92
INTN0365,زولوفت,Sertraline,antidepressant SSRI,زولوفت موجود بتركيزات مختلفة؟,availability,0.93
INTN0366,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بديل رخيص موجود؟,availability,0.92
INTN0367,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد سعره رخيص نسبيًا؟,price,0.93
INTN0368,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود أنواع مستوردة؟,availability,0.94
INTN0369,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول سعره رخيص جدًا؟,price,0.92
INTN0370,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع للرجال والستات؟,general_info,0.95
INTN0371,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيحسن المزاج تدريجيًا؟,general_info,0.96
INTN0372,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع للصداع الناتج عن الضغط؟,general_info,0.93
INTN0373,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج مراقبة السكر يوميًا؟,general_info,0.94
INTN0374,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن الطاقة والتركيز؟,general_info,0.95
INTN0375,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بيقلل الحموضة بسرعة؟,general_info,0.93
INTN0376,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع لعدوى الفطريات المتكررة؟,general_info,0.94
INTN0377,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيساعد على النوم أحيانًا؟,side_effects,0.92
INTN0378,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع للضغط المرتفع جدًا؟,general_info,0.95
INTN0379,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيسبب جوع زيادة؟,side_effects,0.93
INTN0380,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحتاج تعديل جرعة كل فترة؟,dosage,0.96
INTN0381,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود بدون وصفة طبية؟,availability,0.92
INTN0382,ديفلوكان,Fluconazole,antifungal,ديفلوكان بياخد مرة واحدة للعدوى البسيطة؟,dosage,0.95
INTN0383,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع لفترة طويلة؟,contraindication,0.93
INTN0384,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين مع الطعام ولا فاضي؟,dosage,0.94
INTN0385,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد يتاخد مرة واحدة يوميًا؟,dosage,0.96
INTN0386,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يتجنب القهوة بعده بساعة؟,dosage,0.95
INTN0387,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول يتاخد صباحًا؟,dosage,0.94
INTN0388,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع لعدوى الفم عند الأطفال؟,contraindication,0.92
INTN0389,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للمراهقين؟,contraindication,0.93
INTN0390,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين سعره رخيص نسبيًا؟,price,0.92
INTN0391,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد سعره معقول؟,price,0.93
INTN0392,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين سعره رخيص؟,price,0.94
INTN0393,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيسبب إمساك؟,side_effects,0.93
INTN0394,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد ينفع لكبار السن؟,contraindication,0.94
INTN0395,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيأثر على الشعر؟,side_effects,0.95
INTN0396,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بيسبب صداع؟,side_effects,0.93
INTN0397,ديفلوكان,Fluconazole,antifungal,ديفلوكان بيأثر على الكبد؟,side_effects,0.94
INTN0398,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيسبب تعب في البداية؟,side_effects,0.95
INTN0399,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع للضغط المرتفع المفاجئ؟,general_info,0.93
INTN0400,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج مراقبة السكر يوميًا في الأول؟,dosage,0.96
INTN0401,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن الإرهاق والكسل؟,general_info,0.95
INTN0402,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بديل رخيص لنيكسيوم؟,general_info,0.94
INTN0403,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للتوتر والقلق المزمن؟,general_info,0.96
INTN0404,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين مع الجريب فروت خطر؟,drug_interaction,0.94
INTN0405,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد مع الكحول خطر؟,drug_interaction,0.95
INTN0406,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين مع القهوة بيقلل الامتصاص؟,drug_interaction,0.96
INTN0407,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول مع أدوية الكالسيوم؟,drug_interaction,0.93
INTN0408,ديفلوكان,Fluconazole,antifungal,ديفلوكان مع أدوية الضغط آمن؟,drug_interaction,0.94
INTN0409,زولوفت,Sertraline,antidepressant SSRI,زولوفت مع أدوية البرد؟,drug_interaction,0.92
INTN0410,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين يتخزن في التلاجة؟,dosage,0.91
INTN0411,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بعد الأكل ولا قبله؟,dosage,0.95
INTN0412,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يتجنب منتجات الألبان بعده؟,dosage,0.96
INTN0413,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول يتاخد قبل الفطار؟,dosage,0.95
INTN0414,ديفلوكان,Fluconazole,antifungal,ديفلوكان يتاخد مع الأكل ولا فاضي؟,dosage,0.94
INTN0415,زولوفت,Sertraline,antidepressant SSRI,زولوفت يتاخد صباحًا أفضل؟,dosage,0.93
INTN0416,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع لكبار السن فوق 70؟,contraindication,0.92
INTN0417,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد خطر على مرضى الكلى؟,contraindication,0.95
INTN0418,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين ينفع للأطفال؟,contraindication,0.93
INTN0419,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول آمن لكبار السن؟,contraindication,0.94
INTN0420,ديفلوكان,Fluconazole,antifungal,ديفلوكان ممنوع مع بعض الأدوية المضادة للفطريات؟,contraindication,0.93
INTN0421,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للمراهقين تحت 18؟,contraindication,0.92
INTN0422,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين سعره رخيص؟,price,0.93
INTN0423,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين سعره رخيص نسبيًا؟,price,0.94
INTN0424,ديفلوكان,Fluconazole,antifungal,ديفلوكان سعره غالي شوية؟,price,0.92
INTN0425,زولوفت,Sertraline,antidepressant SSRI,زولوفت سعره معقول؟,price,0.93
INTN0426,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين موجود بكل الصيدليات؟,availability,0.94
INTN0427,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود دايمًا؟,availability,0.93
INTN0428,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود بتركيزات كتير؟,availability,0.95
INTN0429,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود بدون وصفة؟,availability,0.92
INTN0430,ديفلوكان,Fluconazole,antifungal,ديفلوكان موجود 150 مجم دايمًا؟,availability,0.94
INTN0431,زولوفت,Sertraline,antidepressant SSRI,زولوفت موجود بسهولة؟,availability,0.93
INTN0432,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بديل رخيص زي أملوديب؟,availability,0.92
INTN0433,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود أنواع جنريك؟,availability,0.93
INTN0434,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود أنواع مستوردة ومحلية؟,availability,0.94
INTN0435,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود 20 مجم و40 مجم؟,availability,0.93
INTN0436,ديفلوكان,Fluconazole,antifungal,ديفلوكان موجود دايمًا في الصيدليات الكبيرة؟,availability,0.92
INTN0437,زولوفت,Sertraline,antidepressant SSRI,زولوفت موجود بكل التركيزات؟,availability,0.93
INTN0438,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع للضغط المرتفع المزمن؟,general_info,0.95
INTN0439,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحسن السيطرة على السكر؟,general_info,0.94
INTN0440,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن النشاط والتركيز؟,general_info,0.96
INTN0441,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بيقلل الحرقان والحموضة؟,general_info,0.95
INTN0442,ديفلوكان,Fluconazole,antifungal,ديفلوكان بيعالج العدوى الفطرية بسرعة؟,general_info,0.94
INTN0443,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيساعد في تحسين المزاج تدريجيًا؟,general_info,0.95
INTN0444,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج نظام غذائي معاه؟,general_info,0.94
INTN0445,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن الوزن والطاقة؟,general_info,0.92
INTN0446,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول ينفع لقرحة المعدة؟,general_info,0.96
INTN0447,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع لعدوى المهبل المتكررة؟,general_info,0.95
INTN0448,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع لاضطراب ما بعد الصدمة؟,general_info,0.93
INTN0449,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيقلل خطر الجلطات؟,general_info,0.92
INTN0450,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحسن حساسية الإنسولين؟,general_info,0.94
INTN0451,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن الشعر والأظافر؟,side_effects,0.91
INTN0452,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول بيمنع تقرحات المعدة؟,general_info,0.95
INTN0453,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع لعدوى الفم عند مرضى السكر؟,general_info,0.93
INTN0454,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيساعد في القلق الاجتماعي؟,general_info,0.94
INTN0455,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيسبب تورم خفيف في الساقين؟,side_effects,0.95
INTN0456,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيسبب هبوط سكر لو مأكلتش؟,side_effects,0.96
INTN0457,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين جرعة زيادة بتسبب خفقان؟,side_effects,0.95
INTN0458,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول استخدام طويل بيسبب نقص مغنيسيوم؟,side_effects,0.93
INTN0459,ديفلوكان,Fluconazole,antifungal,ديفلوكان بيأثر على الكبد لو استخدم كتير؟,side_effects,0.94
INTN0460,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيسبب إسهال في الأول؟,side_effects,0.92
INTN0461,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين موجود جنريك رخيص؟,availability,0.93
INTN0462,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد موجود جنريك؟,availability,0.94
INTN0463,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين موجود أنواع كتير؟,availability,0.95
INTN0464,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول موجود جنريك رخيص؟,availability,0.93
INTN0465,ديفلوكان,Fluconazole,antifungal,ديفلوكان موجود جنريك؟,availability,0.92
INTN0466,زولوفت,Sertraline,antidepressant SSRI,زولوفت موجود جنريك رخيص؟,availability,0.93
INTN0467,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين ينفع للضغط المصاحب للسكر؟,general_info,0.95
INTN0468,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد ينفع مع نظام غذائي فقط؟,general_info,0.93
INTN0469,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن الاكتئاب الناتج عن الغدة؟,general_info,0.94
INTN0470,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول ينفع لالتهاب المعدة؟,general_info,0.95
INTN0471,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع لعدوى الأظافر؟,general_info,0.92
INTN0472,زولوفت,Sertraline,antidepressant SSRI,زولوفت ينفع للاكتئاب الموسمي؟,general_info,0.93
INTN0473,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين بيقلل خطر الجلطة الدماغية؟,general_info,0.94
INTN0474,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد بيحتاج فحوصات دورية؟,general_info,0.95
INTN0475,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين بيحسن البرود والكسل؟,general_info,0.94
INTN0476,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول ينفع للارتجاع المريئي المزمن؟,general_info,0.96
INTN0477,ديفلوكان,Fluconazole,antifungal,ديفلوكان ينفع لعدوى الفطريات في الجلد؟,general_info,0.93
INTN0478,زولوفت,Sertraline,antidepressant SSRI,زولوفت بيساعد في الوسواس القهري؟,general_info,0.94
INTN0479,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين مع البروبوفين آمن؟,drug_interaction,0.92
INTN0480,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد مع أدوية الضغط؟,drug_interaction,0.93
INTN0481,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين مع أدوية الكالسيوم؟,drug_interaction,0.95
INTN0482,أوميبرازول,Omeprazole,proton pump inhibitor,أوميبرازول مع أدوية الغدة الدرقية؟,drug_interaction,0.92
INTN0483,ديفلوكان,Fluconazole,antifungal,ديفلوكان مع أدوية المناعة؟,drug_interaction,0.93
INTN0484,زولوفت,Sertraline,antidepressant SSRI,زولوفت مع أدوية الصداع النصفي؟,drug_interaction,0.92
INTN0485,أملوديبين,Amlodipine,calcium channel blocker,أملوديبين يتاخد مع الطعام؟,dosage,0.94
INTN0486,جليمبرايد,Glimepiride,antidiabetic,جليمبرايد يتاخد مع الإفطار؟,dosage,0.95
INTN0487,ليفوثيروكسين,Levothyroxine,thyroid,ليفوثيروكسين يتاخد على الريق صباحًا؟,dosage,0.97
