raw_text,normalized_text,intent,drug_entities
اخد باراسيتامول كام مرة في اليوم؟ لو سمحت,أتناول Paracetamol ما مرة في اليوم؟ لو سمحت,dosage,Paracetamol
ايه اعراض الاسبرين الجانبية؟ أنا قلقان,ما هي اعراض الAspirin الجانبية؟ أنا قلقان,side_effects,Aspirin
هل اوجمنتين بيزود ضربات القلب؟ ضروري جدًا,هل Augmentin بيزود ضربات القلب؟ ضروري جدًا,side_effects,Augmentin
ايه اعراض الاسبرين الجانبية؟ بجد,ما هي اعراض الAspirin الجانبية؟ بجد,side_effects,Aspirin
هل مرضى الضغط يقدروا ياخدوا كونجستال؟ ضروري,هل مرضى الضغط يقدروا يأتناولوا Congestal؟ ضروري,contraindication,Congestal
اخدت اسبرين وطلعلي طفح جلدي,تناولت Aspirin وطلعلي طفح جلدي,side_effects,Aspirin
هل الجمع بين Panadol و Aspirin يسبب مشكلة؟ بجد,هل الجمع بين Panadol و Aspirin يسبب مشكلة؟ بجد,interaction,Panadol|Aspirin
مين ممنوع ياخد Augmentin؟ محتاج أعرف,مين ممنوع يأتناول Augmentin؟ محتاج أعرف,contraindication,Augmentin
هل Flagyl خطر على الكلى؟ محتاج أعرف,هل Flagyl خطر على الكلى؟ محتاج أعرف,contraindication,Flagyl
هل بنادول آمن للحامل؟ بعد إذنك,هل Panadol آمن للحامل؟ بعد إذنك,contraindication,Panadol
هل Amoxicillin مناسب لمرضى السكر؟ يا دكتور,هل Amoxicillin مناسب لمرضى السكر؟ يا دكتور,contraindication,Amoxicillin
هل Aspirin خطر على الكلى؟ يا دكتور,هل Aspirin خطر على الكلى؟ يا دكتور,contraindication,Aspirin
هل اخد اوجمنتين الصبح ولا بالليل؟ يا دكتور,هل أتناول Augmentin الصبح ولا بالليل؟ يا دكتور,dosage,Augmentin
انا اخدت كونجستول وحاسس بخمول عايز رد سريع,انا تناولت Congestal وحاسس بخمول عايز رد سريع,side_effects,Congestal
هل بنادول يوجع المعدة؟ محتاج أعرف,هل Panadol يوجع المعدة؟ محتاج أعرف,side_effects,Panadol
لو خدت كتافلام وبعده اوجمنتين يحصل مشكلة؟ يا دكتور,لو خدت Cataflam وبعده Augmentin يحصل مشكلة؟ يا دكتور,interaction,Cataflam|Augmentin
في تفاعل بين Flagyl و بروفين؟ رد بسرعة,في تفاعل بين Flagyl و Brufen؟ رد بسرعة,interaction,Flagyl|Brufen
بعد ما اخدت Brufen حسيت بدوخة من فضلك,بعد ما تناولت Brufen حسيت بدوخة من فضلك,side_effects,Brufen
هل كونجستال ينفع لمريض سكر وضغط؟ أنا قلقان,هل Congestal هل يمكن لمريض سكر وضغط؟ أنا قلقان,contraindication,Congestal
هل بنادول مناسب للأطفال؟,هل Panadol مناسب للأطفال؟,contraindication,Panadol
هل كونجستول بيأثر على النوم؟ ضروري,هل Congestal بيأثر على النوم؟ ضروري,side_effects,Congestal
هل Flagyl ممكن يسبب حساسية في الجلد؟ عشان تعبان,هل Flagyl ممكن يسبب حساسية في الجلد؟ عشان تعبان,side_effects,Flagyl
هل Flagyl يوجع المعدة؟ ضروري جدًا,هل Flagyl يوجع المعدة؟ ضروري جدًا,side_effects,Flagyl
عايز اعرف طريقة استخدام Brufen ضروري جدًا,عايز اعرف طريقة استخدام Brufen ضروري جدًا,dosage,Brufen
هل Zyrtec خطر على القلب؟ عشان تعبان,هل Zyrtec خطر على القلب؟ عشان تعبان,contraindication,Zyrtec
هل كبار السن ينفع ياخدوا كونجستول؟ عشان تعبان,هل كبار السن هل يمكن يأتناولوا Congestal؟ عشان تعبان,contraindication,Congestal
هل اموكسيسيلين آمن للرضاعة؟,هل Amoxicillin آمن للرضاعة؟,contraindication,Amoxicillin
لو عندي قرحة ينفع اخد Amoxicillin؟ ضروري جدًا,لو عندي قرحة هل يمكن أتناول Amoxicillin؟ ضروري جدًا,contraindication,Amoxicillin
جرعة Congestal للبالغين كام؟ لو سمحت,جرعة Congestal للبالغين ما؟ لو سمحت,dosage,Congestal
اخدت البروفين وطلعلي طفح جلدي لو سمحت,تناولت الBrufen وطلعلي طفح جلدي لو سمحت,side_effects,Brufen
ينفع اخد كتافلام مع كونجستول؟ محتاج أعرف,هل يمكن أتناول Cataflam مع Congestal؟ محتاج أعرف,interaction,Cataflam|Congestal
اخدت اوجمنتين وطلعلي طفح جلدي عشان تعبان,تناولت Augmentin وطلعلي طفح جلدي عشان تعبان,side_effects,Augmentin
مين ممنوع ياخد Augmentin؟ بعد إذنك,مين ممنوع يأتناول Augmentin؟ بعد إذنك,contraindication,Augmentin
اخدت اسبرين وطلعلي طفح جلدي ممكن تساعدني,تناولت Aspirin وطلعلي طفح جلدي ممكن تساعدني,side_effects,Aspirin
هل Zyrtec يتاخد مع علاج تاني زي فلاجيل؟ بعد إذنك,هل Zyrtec يتم تناوله مع علاج تاني زي Flagyl؟ بعد إذنك,interaction,Zyrtec|Flagyl
لو خدت بنادوول و فلاجيل في نفس اليوم عادي؟ من فضلك,لو خدت Panadol و Flagyl في نفس اليوم عادي؟ من فضلك,interaction,Panadol|Flagyl
اخد اوجمنتين كام مرة في اليوم؟ رد بسرعة,أتناول Augmentin ما مرة في اليوم؟ رد بسرعة,dosage,Augmentin
هل زيرتك خطر على القلب؟ بجد,هل Zyrtec خطر على القلب؟ بجد,contraindication,Zyrtec
انا باخد Flagyl هل كونجستال هيأثر عليه؟ لو تكرمت,انا أتناول Flagyl هل Congestal هيأثر عليه؟ لو تكرمت,interaction,Flagyl|Congestal
هل كتافلام مناسب لمرضى السكر؟ رد بسرعة,هل Cataflam مناسب لمرضى السكر؟ رد بسرعة,contraindication,Cataflam
هل اخد بنادول الصبح ولا بالليل؟ بعد إذنك,هل أتناول Panadol الصبح ولا بالليل؟ بعد إذنك,dosage,Panadol
هل البروفين يسبب حساسية؟ ضروري,هل الBrufen يسبب حساسية؟ ضروري,side_effects,Brufen
اخد Flagyl كام مرة في اليوم؟ لو سمحت,أتناول Flagyl ما مرة في اليوم؟ لو سمحت,dosage,Flagyl
ينفع الحامل تاخد الاسبرين؟ لو تكرمت,هل يمكن الحامل تأتناول الAspirin؟ لو تكرمت,contraindication,Aspirin
هل Congestal خطر لمرضى الضغط؟ ضروري,هل Congestal خطر لمرضى الضغط؟ ضروري,contraindication,Congestal
اخدت Panadol وحاسس بتعب عشان تعبان,تناولت Panadol وحاسس بتعب عشان تعبان,side_effects,Panadol
هل Congestal ينفع لمريض سكر وضغط؟ لو تكرمت,هل Congestal هل يمكن لمريض سكر وضغط؟ لو تكرمت,contraindication,Congestal
عايز اعرف طريقة استخدام Paracetamol محتاج أعرف,عايز اعرف طريقة استخدام Paracetamol محتاج أعرف,dosage,Paracetamol
كونجستال ممكن يعمل تعب في المعدة؟ لو تكرمت,Congestal ممكن يعمل تعب في المعدة؟ لو تكرمت,side_effects,Congestal
هل طبيعي بروفين يعمل نعاس؟ يا دكتور,هل طبيعي Brufen يعمل نعاس؟ يا دكتور,side_effects,Brufen
انا باخد Amoxicillin هل فلاجيل هيأثر عليه؟ بجد,انا أتناول Amoxicillin هل Flagyl هيأثر عليه؟ بجد,interaction,Amoxicillin|Flagyl
Augmentin بيعمل نعاس؟ بجد,Augmentin يسبب نعاس؟ بجد,side_effects,Augmentin
هل Flagyl و Cataflam ينفعوا مع بعض؟ ضروري,هل Flagyl و Cataflam هل يمكنوا مع بعض؟ ضروري,interaction,Flagyl|Cataflam
عندي مشاكل كبد ينفع اخد اوجمنتين؟ محتاج أعرف,عندي مشاكل كبد هل يمكن أتناول Augmentin؟ محتاج أعرف,contraindication,Augmentin
في اعراض خطيرة من بنادول؟ من فضلك,في اعراض خطيرة من Panadol؟ من فضلك,side_effects,Panadol
اخدت البروفين وطلعلي طفح جلدي,تناولت الBrufen وطلعلي طفح جلدي,side_effects,Brufen
لو نسيت جرعة Augmentin اعمل ايه؟ أنا قلقان,لو نسيت جرعة Augmentin اعمل ما هي؟ أنا قلقان,dosage,Augmentin
هل كبار السن ينفع ياخدوا Augmentin؟ عايز رد سريع,هل كبار السن هل يمكن يأتناولوا Augmentin؟ عايز رد سريع,contraindication,Augmentin
لو عندي فشل كلوي ينفع كتافلام؟ لو سمحت,لو عندي فشل كلوي هل يمكن Cataflam؟ لو سمحت,contraindication,Cataflam
اموكسيسيلين بيعمل نعاس؟ يا دكتور,Amoxicillin يسبب نعاس؟ يا دكتور,side_effects,Amoxicillin
كم قرص من Cataflam في اليوم؟ يا دكتور,كم قرص من Cataflam في اليوم؟ يا دكتور,dosage,Cataflam
جرعة البروفين للبالغين كام؟ لو تكرمت,جرعة الBrufen للبالغين ما؟ لو تكرمت,dosage,Brufen
استعمال كتافلام كام مرة يوميا؟ ضروري جدًا,استعمال Cataflam ما مرة يوميا؟ ضروري جدًا,dosage,Cataflam
جرعة Cataflam للبالغين كام؟ بجد,جرعة Cataflam للبالغين ما؟ بجد,dosage,Cataflam
هل اخد Cataflam الصبح ولا بالليل؟ لو تكرمت,هل أتناول Cataflam الصبح ولا بالليل؟ لو تكرمت,dosage,Cataflam
بنادوول بيعمل نعاس؟ عايز رد سريع,Panadol يسبب نعاس؟ عايز رد سريع,side_effects,Panadol
هل باراسيتامول و Congestal ينفعوا مع بعض؟,هل Paracetamol و Congestal هل يمكنوا مع بعض؟,interaction,Paracetamol|Congestal
ايه اعراض Augmentin الجانبية؟ من فضلك,ما هي اعراض Augmentin الجانبية؟ من فضلك,side_effects,Augmentin
هل مرضى الضغط يقدروا ياخدوا بنادوول؟ ضروري,هل مرضى الضغط يقدروا يأتناولوا Panadol؟ ضروري,contraindication,Panadol
في اعراض خطيرة من زيرتك؟,في اعراض خطيرة من Zyrtec؟,side_effects,Zyrtec
مين ممنوع ياخد كونجستال؟ ضروري جدًا,مين ممنوع يأتناول Congestal؟ ضروري جدًا,contraindication,Congestal
هل استخدام بروفين مع زيرتك آمن؟ ممكن تساعدني,هل استخدام Brufen مع Zyrtec آمن؟ ممكن تساعدني,interaction,Brufen|Zyrtec
Cataflam بيعمل نعاس؟ ضروري جدًا,Cataflam يسبب نعاس؟ ضروري جدًا,side_effects,Cataflam
هل فلاجيل خطر لمرضى الضغط؟ من فضلك,هل Flagyl خطر لمرضى الضغط؟ من فضلك,contraindication,Flagyl
هل بروفين خطر لمرضى الضغط؟ عشان تعبان,هل Brufen خطر لمرضى الضغط؟ عشان تعبان,contraindication,Brufen
عندي مشاكل كبد ينفع اخد Flagyl؟ من فضلك,عندي مشاكل كبد هل يمكن أتناول Flagyl؟ من فضلك,contraindication,Flagyl
ينفع الحامل تاخد كتافلام؟ عايز رد سريع,هل يمكن الحامل تأتناول Cataflam؟ عايز رد سريع,contraindication,Cataflam
هل اوجمنتين خطر على القلب؟,هل Augmentin خطر على القلب؟,contraindication,Augmentin
بعد كونجستول حسيت بغثيان عشان تعبان,بعد Congestal حسيت بغثيان عشان تعبان,side_effects,Congestal
بعد اوجمنتين حسيت بغثيان يا دكتور,بعد Augmentin حسيت بغثيان يا دكتور,side_effects,Augmentin
هل كونجستول ممكن يسبب حساسية في الجلد؟ بعد إذنك,هل Congestal ممكن يسبب حساسية في الجلد؟ بعد إذنك,side_effects,Congestal
جرعة باراسيتامول المناسبة ايه؟ ممكن تساعدني,جرعة Paracetamol المناسبة ما هي؟ ممكن تساعدني,dosage,Paracetamol
ينفع الحامل تاخد باراسيتامول؟ عشان تعبان,هل يمكن الحامل تأتناول Paracetamol؟ عشان تعبان,contraindication,Paracetamol
انا باخد Paracetamol هل Panadol هيأثر عليه؟ أنا قلقان,انا أتناول Paracetamol هل Panadol هيأثر عليه؟ أنا قلقان,interaction,Paracetamol|Panadol
هل الجمع بين Panadol و بروفين يسبب مشكلة؟ من فضلك,هل الجمع بين Panadol و Brufen يسبب مشكلة؟ من فضلك,interaction,Panadol|Brufen
جرعة باراسيتامول المناسبة ايه؟ رد بسرعة,جرعة Paracetamol المناسبة ما هي؟ رد بسرعة,dosage,Paracetamol
هل كتافلام ممنوع مع الرضاعة؟ محتاج أعرف,هل Cataflam ممنوع مع الرضاعة؟ محتاج أعرف,contraindication,Cataflam
هل الاسبرين خطر لمرضى الضغط؟ ممكن تساعدني,هل الAspirin خطر لمرضى الضغط؟ ممكن تساعدني,contraindication,Aspirin
هل الاسبرين خطر على القلب؟,هل الAspirin خطر على القلب؟,contraindication,Aspirin
عايز اعرف طريقة استخدام البروفين رد بسرعة,عايز اعرف طريقة استخدام الBrufen رد بسرعة,dosage,Brufen
هل اخد Zyrtec الصبح ولا بالليل؟ يا دكتور,هل أتناول Zyrtec الصبح ولا بالليل؟ يا دكتور,dosage,Zyrtec
هل Zyrtec مناسب لمرضى السكر؟ لو تكرمت,هل Zyrtec مناسب لمرضى السكر؟ لو تكرمت,contraindication,Zyrtec
عايز اعرف طريقة استخدام Congestal عشان تعبان,عايز اعرف طريقة استخدام Congestal عشان تعبان,dosage,Congestal
لو عندي فشل كلوي ينفع فلاجيل؟ عايز رد سريع,لو عندي فشل كلوي هل يمكن Flagyl؟ عايز رد سريع,contraindication,Flagyl
هل كونجستول ينفع لمريض سكر وضغط؟ من فضلك,هل Congestal هل يمكن لمريض سكر وضغط؟ من فضلك,contraindication,Congestal
لو عندي قرحة ينفع اخد باراسيتامول؟ بجد,لو عندي قرحة هل يمكن أتناول Paracetamol؟ بجد,contraindication,Paracetamol
هل الجمع بين بنادوول و كتافلام خطر؟ أنا قلقان,هل الجمع بين Panadol و Cataflam خطر؟ أنا قلقان,interaction,Panadol|Cataflam
الجرعة كام ل كتافلام؟ محتاج أعرف,الجرعة ما ل Cataflam؟ محتاج أعرف,dosage,Cataflam
عندي مشاكل كبد ينفع اخد Aspirin؟ بجد,عندي مشاكل كبد هل يمكن أتناول Aspirin؟ بجد,contraindication,Aspirin
هل اسبرين له أعراض جانبية خطيرة؟ لو سمحت,هل Aspirin له أعراض جانبية خطيرة؟ لو سمحت,side_effects,Aspirin
اخدت اوجمنتين وحاسس بتعب لو سمحت,تناولت Augmentin وحاسس بتعب لو سمحت,side_effects,Augmentin
هل الجمع بين باراسيتامول و Panadol يسبب مشكلة؟ من فضلك,هل الجمع بين Paracetamol و Panadol يسبب مشكلة؟ من فضلك,interaction,Paracetamol|Panadol
هل اوجمنتين بيأثر على النوم؟ بعد إذنك,هل Augmentin بيأثر على النوم؟ بعد إذنك,side_effects,Augmentin
هل في تعارض بين كونجستول و زيرتك؟ يا دكتور,هل في تعارض بين Congestal و Zyrtec؟ يا دكتور,interaction,Congestal|Zyrtec
هل Brufen آمن للحامل؟ عايز رد سريع,هل Brufen آمن للحامل؟ عايز رد سريع,contraindication,Brufen
الجرعة كام ل كتافلام؟ ضروري جدًا,الجرعة ما ل Cataflam؟ ضروري جدًا,dosage,Cataflam
هل كتافلام ينفع لمريض سكر وضغط؟ من فضلك,هل Cataflam هل يمكن لمريض سكر وضغط؟ من فضلك,contraindication,Cataflam
هل طبيعي الاسبرين يعمل نعاس؟ لو سمحت,هل طبيعي الAspirin يعمل نعاس؟ لو سمحت,side_effects,Aspirin
ازاي استخدم فلاجيل ضروري جدًا,ازاي استخدم Flagyl ضروري جدًا,dosage,Flagyl
عايز اعرف طريقة استخدام اموكسيسيلين يا دكتور,عايز اعرف طريقة استخدام Amoxicillin يا دكتور,dosage,Amoxicillin
هل فلاجيل ينفع لمريض سكر وضغط؟ عايز رد سريع,هل Flagyl هل يمكن لمريض سكر وضغط؟ عايز رد سريع,contraindication,Flagyl
في اعراض خطيرة من زيرتك؟ ضروري جدًا,في اعراض خطيرة من Zyrtec؟ ضروري جدًا,side_effects,Zyrtec
ممكن اخد زيرتك مع Augmentin في نفس اليوم؟ عشان تعبان,ممكن أتناول Zyrtec مع Augmentin في نفس اليوم؟ عشان تعبان,interaction,Zyrtec|Augmentin
هل استخدام كونجستول مع اموكسيسيلين آمن؟,هل استخدام Congestal مع Amoxicillin آمن؟,interaction,Congestal|Amoxicillin
انا باخد Paracetamol ينفع اضيف عليه Amoxicillin؟ لو تكرمت,انا أتناول Paracetamol هل يمكن اضيف عليه Amoxicillin؟ لو تكرمت,interaction,Paracetamol|Amoxicillin
ينفع اكرر اسبرين كل كام ساعة؟ عايز رد سريع,هل يمكن اكرر Aspirin كل ما ساعة؟ عايز رد سريع,dosage,Aspirin
هل Aspirin بيزود ضربات القلب؟ لو تكرمت,هل Aspirin بيزود ضربات القلب؟ لو تكرمت,side_effects,Aspirin
بعد اموكسيسيلين حسيت بغثيان يا دكتور,بعد Amoxicillin حسيت بغثيان يا دكتور,side_effects,Amoxicillin
ينفع اكرر Augmentin كل كام ساعة؟ عشان تعبان,هل يمكن اكرر Augmentin كل ما ساعة؟ عشان تعبان,dosage,Augmentin
لو عندي برد اخد جرعة Aspirin قد ايه؟ عايز رد سريع,لو عندي برد أتناول جرعة Aspirin قد ما هي؟ عايز رد سريع,dosage,Aspirin
ينفع الحامل تاخد Brufen؟ يا دكتور,هل يمكن الحامل تأتناول Brufen؟ يا دكتور,contraindication,Brufen
هل بنادول بيزود ضربات القلب؟ عايز رد سريع,هل Panadol بيزود ضربات القلب؟ عايز رد سريع,side_effects,Panadol
ينفع اخد كتافلام مع Aspirin؟ عايز رد سريع,هل يمكن أتناول Cataflam مع Aspirin؟ عايز رد سريع,interaction,Cataflam|Aspirin
لو عندي فشل كلوي ينفع بروفين؟ بعد إذنك,لو عندي فشل كلوي هل يمكن Brufen؟ بعد إذنك,contraindication,Brufen
هل الاسبرين بيأثر على النوم؟ رد بسرعة,هل الAspirin بيأثر على النوم؟ رد بسرعة,side_effects,Aspirin
هل في مشكلة لو اخدت الاسبرين و Augmentin مع بعض؟ من فضلك,هل في مشكلة لو تناولت الAspirin و Augmentin مع بعض؟ من فضلك,interaction,Aspirin|Augmentin
هل بنادول بيأثر على النوم؟ لو تكرمت,هل Panadol بيأثر على النوم؟ لو تكرمت,side_effects,Panadol
هل بنادوول آمن للحامل؟ ممكن تساعدني,هل Panadol آمن للحامل؟ ممكن تساعدني,contraindication,Panadol
هل اسبرين يوجع المعدة؟ عايز رد سريع,هل Aspirin يوجع المعدة؟ عايز رد سريع,side_effects,Aspirin
جرعة باراسيتامول المناسبة ايه؟ بجد,جرعة Paracetamol المناسبة ما هي؟ بجد,dosage,Paracetamol
Flagyl بيعمل نعاس؟ ضروري جدًا,Flagyl يسبب نعاس؟ ضروري جدًا,side_effects,Flagyl
هل Brufen ممكن يسبب حساسية في الجلد؟ ضروري جدًا,هل Brufen ممكن يسبب حساسية في الجلد؟ ضروري جدًا,side_effects,Brufen
ينفع اخد زيرتك قبل الاكل ولا بعده؟ عايز رد سريع,هل يمكن أتناول Zyrtec قبل الاكل ولا بعده؟ عايز رد سريع,dosage,Zyrtec
لو عندي قرحة ينفع اخد فلاجيل؟ من فضلك,لو عندي قرحة هل يمكن أتناول Flagyl؟ من فضلك,contraindication,Flagyl
هل Panadol يسبب حساسية؟ رد بسرعة,هل Panadol يسبب حساسية؟ رد بسرعة,side_effects,Panadol
هل Panadol يقلل مفعول Aspirin؟ أنا قلقان,هل Panadol يقلل مفعول Aspirin؟ أنا قلقان,interaction,Panadol|Aspirin
هل مرضى الضغط يقدروا ياخدوا باراسيتامول؟ رد بسرعة,هل مرضى الضغط يقدروا يأتناولوا Paracetamol؟ رد بسرعة,contraindication,Paracetamol
لو عندي برد اخد جرعة اسبرين قد ايه؟ لو سمحت,لو عندي برد أتناول جرعة Aspirin قد ما هي؟ لو سمحت,dosage,Aspirin
انا باخد باراسيتامول ينفع اضيف عليه بنادول؟ ضروري جدًا,انا أتناول Paracetamol هل يمكن اضيف عليه Panadol؟ ضروري جدًا,interaction,Paracetamol|Panadol
اخدت Amoxicillin ينفع بعدها Cataflam؟ ممكن تساعدني,تناولت Amoxicillin هل يمكن بعدها Cataflam؟ ممكن تساعدني,interaction,Amoxicillin|Cataflam
انا باخد كونجستول ينفع اضيف عليه اوجمنتين؟ ضروري,انا أتناول Congestal هل يمكن اضيف عليه Augmentin؟ ضروري,interaction,Congestal|Augmentin
هل الاسبرين يضر الكبد؟ عشان تعبان,هل الAspirin يضر الكبد؟ عشان تعبان,contraindication,Aspirin
هل بروفين خطر على القلب؟ عشان تعبان,هل Brufen خطر على القلب؟ عشان تعبان,contraindication,Brufen
الجرعة كام ل اسبرين؟ ضروري جدًا,الجرعة ما ل Aspirin؟ ضروري جدًا,dosage,Aspirin
ممكن تقوللي جرعة Congestal الصح؟ يا دكتور,ممكن تقوللي جرعة Congestal الصح؟ يا دكتور,dosage,Congestal
ازاي استخدم Amoxicillin عشان تعبان,ازاي استخدم Amoxicillin عشان تعبان,dosage,Amoxicillin
هل بنادول خطر لمرضى الضغط؟ يا دكتور,هل Panadol خطر لمرضى الضغط؟ يا دكتور,contraindication,Panadol
هل مرضى الضغط يقدروا ياخدوا Flagyl؟ ممكن تساعدني,هل مرضى الضغط يقدروا يأتناولوا Flagyl؟ ممكن تساعدني,contraindication,Flagyl
هل باراسيتامول ممنوع لمرضى القلب؟ بعد إذنك,هل Paracetamol ممنوع لمرضى القلب؟ بعد إذنك,contraindication,Paracetamol
هل كبار السن ينفع ياخدوا Augmentin؟ لو تكرمت,هل كبار السن هل يمكن يأتناولوا Augmentin؟ لو تكرمت,contraindication,Augmentin
انا باخد Aspirin ينفع اضيف عليه البروفين؟ ممكن تساعدني,انا أتناول Aspirin هل يمكن اضيف عليه الBrufen؟ ممكن تساعدني,interaction,Aspirin|Brufen
ينفع اخد Flagyl مع بنادول؟ بعد إذنك,هل يمكن أتناول Flagyl مع Panadol؟ بعد إذنك,interaction,Flagyl|Panadol
هل Panadol يقلل مفعول Aspirin؟ ضروري,هل Panadol يقلل مفعول Aspirin؟ ضروري,interaction,Panadol|Aspirin
في اعراض خطيرة من Augmentin؟ لو تكرمت,في اعراض خطيرة من Augmentin؟ لو تكرمت,side_effects,Augmentin
هل اسبرين مناسب للأطفال؟ ضروري,هل Aspirin مناسب للأطفال؟ ضروري,contraindication,Aspirin
اخد بروفين كام مرة في اليوم؟ لو سمحت,أتناول Brufen ما مرة في اليوم؟ لو سمحت,dosage,Brufen
هل في تعارض بين Augmentin و اسبرين؟ رد بسرعة,هل في تعارض بين Augmentin و Aspirin؟ رد بسرعة,interaction,Augmentin|Aspirin
هل كونجستال ممنوع لمرضى القلب؟ عايز رد سريع,هل Congestal ممنوع لمرضى القلب؟ عايز رد سريع,contraindication,Congestal
هل زيرتك خطر على القلب؟,هل Zyrtec خطر على القلب؟,contraindication,Zyrtec
لو الجرعة راحت عليا من كونجستول اعمل ايه؟ يا دكتور,لو الجرعة راحت عليا من Congestal اعمل ما هي؟ يا دكتور,dosage,Congestal
لو عندي برد اخد جرعة كونجستول قد ايه؟,لو عندي برد أتناول جرعة Congestal قد ما هي؟,dosage,Congestal
هل فلاجيل يقلل مفعول Aspirin؟ لو سمحت,هل Flagyl يقلل مفعول Aspirin؟ لو سمحت,interaction,Flagyl|Aspirin
مين ممنوع ياخد Cataflam؟ بعد إذنك,مين ممنوع يأتناول Cataflam؟ بعد إذنك,contraindication,Cataflam
ممكن اخد كتافلام مع Congestal في نفس اليوم؟ ممكن تساعدني,ممكن أتناول Cataflam مع Congestal في نفس اليوم؟ ممكن تساعدني,interaction,Cataflam|Congestal
لو خدت Flagyl و الاسبرين في نفس اليوم عادي؟ لو سمحت,لو خدت Flagyl و الAspirin في نفس اليوم عادي؟ لو سمحت,interaction,Flagyl|Aspirin
اخدت اسبرين وحاسس بتعب بجد,تناولت Aspirin وحاسس بتعب بجد,side_effects,Aspirin
انا باخد Zyrtec ينفع اضيف عليه بنادول؟ أنا قلقان,انا أتناول Zyrtec هل يمكن اضيف عليه Panadol؟ أنا قلقان,interaction,Zyrtec|Panadol
انا باخد البروفين هل Zyrtec هيأثر عليه؟,انا أتناول الBrufen هل Zyrtec هيأثر عليه؟,interaction,Brufen|Zyrtec
لو نسيت جرعة فلاجيل اعمل ايه؟ ضروري,لو نسيت جرعة Flagyl اعمل ما هي؟ ضروري,dosage,Flagyl
هل Aspirin خطر على الكلى؟ عايز رد سريع,هل Aspirin خطر على الكلى؟ عايز رد سريع,contraindication,Aspirin
هل Paracetamol بيأثر على النوم؟ عشان تعبان,هل Paracetamol بيأثر على النوم؟ عشان تعبان,side_effects,Paracetamol
هل Cataflam ينفع لمريض سكر وضغط؟ ضروري جدًا,هل Cataflam هل يمكن لمريض سكر وضغط؟ ضروري جدًا,contraindication,Cataflam
ممكن تقوللي جرعة كتافلام الصح؟ بعد إذنك,ممكن تقوللي جرعة Cataflam الصح؟ بعد إذنك,dosage,Cataflam
هل Cataflam ممنوع لمرضى القلب؟,هل Cataflam ممنوع لمرضى القلب؟,contraindication,Cataflam
هل Zyrtec ممنوع لمرضى القلب؟ بجد,هل Zyrtec ممنوع لمرضى القلب؟ بجد,contraindication,Zyrtec
هل الجمع بين Brufen و فلاجيل خطر؟ عشان تعبان,هل الجمع بين Brufen و Flagyl خطر؟ عشان تعبان,interaction,Brufen|Flagyl
ممكن اخد Augmentin مع كتافلام في نفس اليوم؟ لو تكرمت,ممكن أتناول Augmentin مع Cataflam في نفس اليوم؟ لو تكرمت,interaction,Augmentin|Cataflam
بعد ما اخدت الاسبرين حسيت بدوخة ضروري,بعد ما تناولت الAspirin حسيت بدوخة ضروري,side_effects,Aspirin
هل اخد Paracetamol الصبح ولا بالليل؟ محتاج أعرف,هل أتناول Paracetamol الصبح ولا بالليل؟ محتاج أعرف,dosage,Paracetamol
هل الجمع بين Panadol و Zyrtec يسبب مشكلة؟ أنا قلقان,هل الجمع بين Panadol و Zyrtec يسبب مشكلة؟ أنا قلقان,interaction,Panadol|Zyrtec
هل كبار السن ينفع ياخدوا اوجمنتين؟ لو تكرمت,هل كبار السن هل يمكن يأتناولوا Augmentin؟ لو تكرمت,contraindication,Augmentin
هل زيرتك يتاخد مع علاج تاني زي اوجمنتين؟ أنا قلقان,هل Zyrtec يتم تناوله مع علاج تاني زي Augmentin؟ أنا قلقان,interaction,Zyrtec|Augmentin
هل اخد بروفين الصبح ولا بالليل؟ عايز رد سريع,هل أتناول Brufen الصبح ولا بالليل؟ عايز رد سريع,dosage,Brufen
بعد بنادوول حسيت بغثيان عايز رد سريع,بعد Panadol حسيت بغثيان عايز رد سريع,side_effects,Panadol
هل كونجستال يتعارض مع كتافلام؟ بعد إذنك,هل Congestal يتعارض مع Cataflam؟ بعد إذنك,interaction,Congestal|Cataflam
مين ممنوع ياخد Aspirin؟ محتاج أعرف,مين ممنوع يأتناول Aspirin؟ محتاج أعرف,contraindication,Aspirin
كم قرص من كونجستال في اليوم؟ ضروري,كم قرص من Congestal في اليوم؟ ضروري,dosage,Congestal
في اعراض خطيرة من Brufen؟ عشان تعبان,في اعراض خطيرة من Brufen؟ عشان تعبان,side_effects,Brufen
ممكن اعرف جرعة كتافلام بجد,ممكن اعرف جرعة Cataflam بجد,dosage,Cataflam
اخدت الاسبرين وحاسس بتعب لو سمحت,تناولت الAspirin وحاسس بتعب لو سمحت,side_effects,Aspirin
ينفع اخد Aspirin مع بروفين؟ لو سمحت,هل يمكن أتناول Aspirin مع Brufen؟ لو سمحت,interaction,Aspirin|Brufen
هل باراسيتامول آمن للرضاعة؟ بجد,هل Paracetamol آمن للرضاعة؟ بجد,contraindication,Paracetamol
انا باخد Panadol هل فلاجيل هيأثر عليه؟ أنا قلقان,انا أتناول Panadol هل Flagyl هيأثر عليه؟ أنا قلقان,interaction,Panadol|Flagyl
هل طبيعي بروفين يعمل نعاس؟ محتاج أعرف,هل طبيعي Brufen يعمل نعاس؟ محتاج أعرف,side_effects,Brufen
